666,-519,-235,237,-941,424,48
666,-519,-235,227,-970,373,48
711,-567,-169,227,-970,373,48
-45,-634,47,207,-950,333,48
-45,-634,47,128,-950,343,48
630,-557,-264,128,-950,343,48
711,-586,-264,138,-950,333,48
711,-586,-264,138,-950,363,48
738,-567,-320,138,-950,363,48
738,-567,-320,148,-990,363,48
738,-538,-301,198,-980,373,48
738,-557,-301,198,-980,373,48
738,-557,-301,207,-970,404,48
711,-596,-292,207,-970,404,48
711,-596,-292,217,-970,383,48
774,-557,-273,217,-970,363,48
738,-596,-235,217,-970,363,48
738,-596,-235,188,-960,353,48
711,-576,-207,188,-960,353,48
693,-538,-226,188,-941,353,48
693,-538,-226,217,-921,373,48
657,-519,-245,217,-921,373,48
657,-519,-245,257,-931,343,48
648,-538,-226,297,-980,323,48
639,-548,-188,306,-921,353,48
612,-528,-150,306,-921,353,48
585,-538,-132,316,-901,363,48
585,-538,-132,306,-892,393,48
621,-567,-94,306,-892,393,48
621,-586,-103,277,-921,373,48
621,-586,-103,247,-911,404,48
612,-605,-75,247,-911,404,48
612,-605,-75,217,-941,404,48
648,-663,-94,217,-941,404,48
648,-663,-94,207,-970,414,48
630,-692,-94,178,-980,424,48
639,-711,-75,178,-980,424,48
639,-711,-75,99,-1029,424,48
657,-740,-141,99,-1029,424,48
639,-740,-122,108,-1039,424,48
639,-740,-122,128,-1029,373,48
684,-740,-160,128,-1029,373,48
684,-740,-160,118,-1039,404,48
657,-740,-169,79,-1029,404,48
639,-711,-216,79,-1029,404,48
639,-711,-216,99,-990,383,48
612,-644,-254,99,-990,383,48
630,-615,-245,118,-970,353,48
630,-615,-245,138,-941,363,48
648,-586,-188,138,-941,363,48
648,-586,-188,168,-931,343,48
657,-605,-141,178,-941,323,48
657,-625,-141,178,-941,323,48
657,-625,-141,158,-941,343,48
549,-576,-179,158,-941,343,48
585,-538,-207,178,-950,343,48
585,-538,-207,217,-941,353,48
621,-548,-150,217,-941,353,48
657,-528,-169,237,-950,333,48
657,-528,-169,237,-941,363,48
711,-509,-198,237,-941,363,48
711,-509,-198,237,-960,414,48
666,-490,-235,237,-960,414,48
639,-538,-245,207,-970,373,48
639,-538,-245,207,-960,353,48
585,-567,-198,207,-960,353,48
585,-567,-198,207,-960,363,48
531,-519,-226,207,-970,383,48
612,-548,-169,207,-970,383,48
612,-548,-169,158,-990,393,48
738,-548,-160,158,-990,393,48
846,-509,-179,108,-970,424,48
846,-509,-179,138,-960,383,48
720,-576,-169,138,-960,383,48
720,-576,-169,158,-970,414,48
540,-567,-169,158,-970,414,48
657,-548,-207,158,-980,414,48
657,-548,-207,158,-980,454,48
684,-519,-273,158,-980,454,48
702,-519,-226,198,-1039,434,48
702,-519,-226,237,-1000,464,48
729,-528,-226,237,-1000,464,48
729,-528,-226,178,-990,454,48
693,-567,-150,178,-990,454,48
747,-548,-216,178,-990,444,48
747,-548,-216,128,-970,424,48
819,-586,-283,128,-970,424,48
747,-528,-235,69,-970,424,48
747,-528,-235,79,-960,383,48
783,-548,-207,79,-960,383,48
783,-548,-207,118,-950,454,48
756,-480,-339,118,-950,454,48
792,-432,-405,118,-950,494,48
792,-432,-405,178,-921,464,48
774,-442,-386,178,-921,464,48
774,-442,-386,188,-921,454,48
747,-413,-405,188,-921,454,48
810,-365,-462,207,-901,464,48
810,-365,-462,207,-872,444,48
846,-355,-433,207,-872,444,48
792,-365,-396,237,-872,393,48
792,-365,-396,207,-882,333,48
792,-384,-367,207,-882,333,48
792,-384,-367,207,-862,292,48
783,-384,-377,207,-862,292,48
756,-394,-330,198,-852,303,48
756,-394,-330,188,-843,262,48
684,-451,-264,188,-843,262,48
720,-451,-283,148,-862,272,48
720,-451,-283,128,-852,313,48
711,-461,-273,128,-852,313,48
711,-461,-273,118,-852,333,48
720,-500,-311,108,-872,333,48
720,-538,-273,108,-872,333,48
720,-538,-273,158,-931,333,48
693,-586,-283,158,-931,333,48
693,-615,-311,108,-960,353,48
693,-615,-311,69,-970,333,48
666,-653,-301,69,-970,333,48
630,-682,-283,69,-990,363,48
630,-682,-283,69,-990,363,48
621,-692,-245,29,-990,363,48
621,-692,-245,19,-1000,353,48
603,-721,-254,19,-1000,353,48
567,-721,-273,0,-990,353,48
567,-721,-273,-29,-1000,373,48
567,-721,-254,-29,-1000,373,48
567,-721,-254,-39,-1019,343,48
558,-721,-254,-39,-1019,343,48
549,-740,-245,-49,-1039,373,48
549,-740,-245,-29,-1019,363,48
540,-730,-235,-29,-1019,363,48
549,-701,-235,-39,-1009,343,48
549,-701,-235,-29,-1029,343,48
576,-711,-207,-29,-1029,343,48
576,-711,-207,-29,-1009,353,48
558,-653,-235,0,-1019,333,48
468,-653,-283,0,-1019,333,48
468,-653,-283,19,-990,333,48
504,-653,-245,19,-990,333,48
594,-634,-264,-19,-990,333,48
594,-634,-264,-19,-1029,282,48
612,-625,-264,-19,-1029,282,48
639,-605,-245,9,-1019,282,48
639,-605,-245,0,-1019,282,48
666,-605,-292,0,-1019,282,48
666,-605,-292,-9,-1019,292,48
630,-615,-283,-9,-1019,292,48
684,-596,-311,-19,-1019,292,48
684,-596,-311,-29,-1019,303,48
684,-567,-311,-29,-1019,303,48
684,-567,-311,-9,-1019,292,48
693,-586,-311,-9,-1019,292,48
639,-557,-339,-9,-1019,292,48
639,-557,-339,19,-1000,303,48
612,-548,-349,19,-1000,303,48
621,-538,-339,29,-990,313,48
621,-538,-339,69,-990,292,48
639,-528,-301,69,-990,292,48
675,-528,-320,39,-990,282,48
675,-528,-320,29,-990,303,48
711,-500,-349,29,-990,303,48
711,-500,-349,59,-990,272,48
738,-480,-330,59,-990,272,48
729,-471,-339,59,-980,272,48
729,-471,-339,69,-970,272,48
729,-500,-311,69,-970,272,48
729,-500,-311,39,-990,282,48
738,-490,-301,39,-990,282,48
729,-509,-273,49,-990,272,48
729,-509,-273,49,-1000,303,48
666,-490,-311,49,-1000,303,48
639,-480,-301,79,-990,343,48
639,-480,-301,79,-990,333,48
630,-480,-311,79,-990,333,48
630,-480,-311,69,-990,323,48
648,-480,-339,69,-990,323,48
639,-471,-367,69,-970,323,48
639,-471,-367,59,-990,343,48
648,-480,-358,59,-990,343,48
666,-471,-349,69,-990,323,48
666,-471,-349,59,-1000,313,48
720,-471,-330,59,-1000,313,48
720,-471,-330,69,-990,282,48
702,-471,-320,69,-990,282,48
711,-480,-273,59,-980,272,48
711,-480,-273,59,-980,282,48
711,-451,-264,59,-980,282,48
720,-471,-264,39,-990,282,48
720,-471,-264,39,-980,272,48
738,-480,-254,39,-980,272,48
738,-480,-254,29,-980,292,48
756,-471,-292,29,-980,292,48
702,-480,-292,19,-1000,323,48
702,-480,-292,19,-990,343,48
711,-500,-349,19,-990,343,48
702,-480,-367,29,-990,353,48
702,-480,-367,19,-1009,333,48
747,-490,-349,19,-1009,333,48
747,-490,-349,-29,-1019,343,48
783,-490,-358,-29,-1019,343,48
783,-471,-339,0,-1009,333,48
783,-471,-339,0,-1009,292,48
774,-461,-292,0,-1009,292,48
765,-471,-283,9,-1019,272,48
765,-471,-283,9,-1019,272,48
702,-413,-254,39,-1019,292,48
702,-413,-254,29,-990,252,48
720,-432,-254,29,-990,252,48
783,-403,-216,39,-970,252,48
783,-403,-216,19,-970,292,48
810,-403,-216,19,-970,292,48
810,-403,-216,39,-990,252,48
765,-423,-254,39,-990,252,48
747,-326,-235,-9,-970,292,48
765,-307,-216,227,-990,282,48
765,-307,-216,227,-990,282,48
810,-326,-207,69,-970,303,48
810,-326,-207,79,-970,272,48
828,-326,-207,79,-970,272,48
828,-326,-207,69,-980,313,48
810,-394,-226,69,-980,313,48
756,-326,-216,49,-960,343,48
756,-326,-216,59,-970,353,48
765,-355,-235,59,-970,353,48
792,-346,-207,49,-970,353,48
792,-346,-207,49,-990,353,48
783,-346,-198,49,-990,353,48
783,-346,-198,39,-990,343,48
765,-346,-216,39,-990,343,48
738,-326,-198,59,-990,353,48
738,-326,-198,59,-1000,343,48
738,-288,-216,59,-1000,343,48
738,-288,-226,89,-990,343,48
738,-288,-226,99,-980,333,48
765,-230,-198,99,-980,333,48
765,-230,-198,89,-970,323,48
783,-230,-207,89,-970,323,48
774,-230,-207,108,-970,333,48
774,-230,-207,108,-950,313,48
756,-230,-188,108,-950,313,48
738,-230,-169,108,-980,303,48
738,-230,-169,89,-970,313,48
747,-250,-179,89,-970,313,48
747,-250,-179,49,-960,303,48
756,-259,-179,49,-960,303,48
765,-269,-207,59,-960,303,48
765,-269,-207,29,-980,333,48
783,-288,-216,29,-980,333,48
783,-307,-216,29,-990,323,48
783,-307,-216,29,-990,333,48
846,-278,-245,29,-990,333,48
846,-278,-245,29,-1009,343,48
855,-278,-254,29,-1009,343,48
828,-288,-245,29,-1000,333,48
828,-288,-245,39,-1009,313,48
819,-269,-235,39,-1009,313,48
819,-298,-216,29,-1000,303,48
819,-298,-216,19,-1000,292,48
810,-298,-198,19,-1000,292,48
810,-298,-198,9,-990,303,48
819,-346,-132,9,-990,303,48
810,-326,-160,9,-980,323,48
810,-326,-160,49,-980,353,48
747,-307,-179,49,-980,353,48
765,-317,-169,29,-980,303,48
765,-317,-169,29,-980,303,48
810,-269,-216,19,-990,363,48
810,-269,-216,49,-970,383,48
801,-259,-301,49,-970,383,48
783,-259,-273,49,-990,363,48
783,-259,-273,59,-1000,333,48
810,-259,-254,59,-1000,333,48
837,-211,-273,89,-1029,343,48
837,-211,-273,89,-1029,343,48
810,-240,-264,59,-980,323,48
810,-240,-264,69,-980,292,48
828,-230,-226,69,-980,292,48
801,-230,-216,89,-960,303,48
801,-230,-216,89,-970,282,48
783,-240,-141,89,-970,282,48
783,-250,-150,59,-960,282,48
783,-250,-150,59,-960,282,48
783,-259,-150,69,-950,292,48
783,-259,-150,89,-950,343,48
792,-259,-169,89,-950,343,48
792,-259,-188,69,-960,353,48
792,-259,-188,69,-970,383,48
810,-259,-216,69,-970,383,48
819,-269,-254,69,-980,363,48
819,-269,-254,69,-1000,373,48
810,-278,-245,69,-1000,373,48
810,-278,-245,69,-990,363,48
783,-278,-226,69,-990,363,48
783,-298,-216,59,-1000,363,48
783,-298,-216,39,-990,353,48
774,-307,-226,39,-990,353,48
783,-298,-198,29,-980,323,48
783,-298,-198,29,-980,323,48
792,-298,-207,29,-990,333,48
855,-278,-179,29,-980,323,48
855,-278,-179,39,-990,313,48
909,-250,-150,39,-990,313,48
909,-250,-150,49,-980,333,48
927,-250,-169,49,-980,333,48
873,-221,-188,79,-980,353,48
873,-221,-188,79,-980,353,48
855,-230,-198,79,-980,343,48
855,-230,-198,89,-980,343,48
819,-221,-226,89,-980,343,48
837,-230,-216,108,-970,353,48
837,-230,-216,99,-970,333,48
819,-230,-207,99,-970,333,48
792,-240,-226,89,-960,323,48
792,-240,-226,69,-980,323,48
801,-240,-216,69,-980,323,48
801,-240,-216,79,-960,333,48
774,-259,-235,79,-960,333,48
729,-317,-216,49,-980,323,48
729,-317,-216,19,-970,313,48
756,-307,-207,19,-970,313,48
783,-307,-216,9,-980,313,48
783,-307,-216,9,-990,313,48
792,-326,-226,9,-990,313,48
792,-326,-226,0,-990,292,48
819,-317,-235,0,-990,292,48
900,-298,-179,0,-1000,303,48
900,-298,-179,0,-1000,303,48
909,-298,-188,0,-1000,303,48
819,-288,-207,39,-1029,323,48
819,-288,-207,59,-990,343,48
810,-288,-235,59,-990,343,48
810,-288,-235,79,-980,353,48
765,-298,-235,79,-980,353,48
738,-298,-207,59,-960,343,48
738,-298,-207,49,-970,333,48
702,-346,-216,49,-970,333,48
585,-384,-245,0,-990,343,48
585,-384,-245,-9,-990,313,48
594,-384,-216,-9,-990,313,48
594,-384,-216,-29,-1000,272,48
603,-394,-188,-29,-1000,272,48
657,-413,-198,-39,-1009,282,48
657,-413,-198,-49,-1000,282,48
666,-432,-216,-49,-1000,282,48
684,-432,-245,-59,-1019,292,48
684,-432,-245,-79,-1019,282,48
711,-500,-198,-79,-1019,282,48
711,-519,-198,-99,-1039,292,48
711,-519,-198,-99,-1039,292,48
648,-538,-226,-108,-1039,333,48
648,-538,-226,-79,-1029,282,48
630,-576,-245,-79,-1029,282,48
594,-576,-254,-128,-1029,272,48
594,-576,-254,-138,-1019,272,48
621,-576,-264,-138,-1019,272,48
621,-576,-264,-128,-1019,282,48
612,-605,-264,-128,-1019,282,48
612,-644,-283,-128,-1019,292,48
612,-644,-283,-148,-1029,282,48
639,-644,-301,-148,-1029,282,48
657,-673,-292,-188,-1039,262,48
657,-673,-292,-178,-1049,262,48
702,-682,-320,-178,-1049,262,48
702,-682,-320,-178,-1049,252,48
693,-682,-283,-148,-1058,232,48
693,-663,-301,-148,-1058,232,48
693,-663,-301,-158,-1068,252,48
693,-653,-301,-158,-1068,252,48
711,-673,-349,-158,-1009,252,48
711,-673,-349,-207,-1029,272,48
657,-634,-349,-207,-1029,272,48
657,-634,-349,-128,-1000,282,48
729,-596,-339,-128,-1000,282,48
738,-605,-330,-99,-1000,282,48
738,-605,-330,-99,-1000,303,48
738,-625,-283,-99,-1000,303,48
747,-605,-301,-59,-1000,313,48
747,-605,-301,-29,-1000,333,48
783,-548,-264,-29,-1000,333,48
783,-548,-264,19,-1000,333,48
819,-490,-292,19,-1000,333,48
855,-471,-245,79,-980,343,48
855,-471,-245,89,-941,333,48
855,-413,-235,89,-941,333,48
873,-365,-235,118,-882,363,48
918,-278,-188,128,-862,393,48
918,-278,-188,128,-862,393,48
909,-250,-198,178,-862,383,48
909,-250,-198,178,-862,383,48
918,-221,-188,237,-833,414,48
918,-221,-188,267,-833,424,48
918,-201,-216,267,-833,424,48
891,-201,-207,277,-833,424,48
891,-201,-207,287,-833,434,48
864,-192,-226,287,-833,434,48
837,-192,-207,267,-823,454,48
837,-192,-207,267,-823,454,48
828,-201,-179,277,-823,454,48
828,-201,-179,267,-833,464,48
774,-240,-207,267,-833,464,48
702,-278,-245,297,-872,494,48
702,-278,-245,297,-872,494,48
657,-307,-207,287,-892,484,48
657,-307,-207,257,-892,474,48
684,-365,-188,257,-892,474,48
720,-355,-207,198,-892,474,48
684,-423,-216,158,-892,484,48
684,-423,-216,158,-892,484,48
684,-432,-216,158,-921,474,48
684,-432,-216,158,-921,474,48
666,-451,-226,138,-931,454,48
666,-451,-226,89,-931,464,48
684,-471,-235,89,-931,464,48
738,-500,-245,99,-950,454,48
738,-500,-245,59,-941,484,48
774,-528,-188,59,-941,484,48
756,-548,-179,79,-980,444,48
756,-548,-179,79,-980,444,48
738,-615,-169,89,-950,444,48
738,-615,-169,59,-980,414,48
738,-625,-188,59,-980,414,48
702,-615,-169,29,-990,414,48
702,-615,-169,79,-1000,434,48
675,-625,-179,79,-1000,434,48
693,-663,-160,79,-1000,444,48
693,-663,-160,79,-1000,444,48
666,-615,-169,79,-980,444,48
666,-615,-169,89,-990,383,48
666,-644,-160,89,-990,383,48
684,-673,-150,39,-941,383,48
684,-673,-150,39,-941,383,48
684,-663,-132,59,-980,414,48
621,-653,-160,59,-1000,393,48
621,-653,-160,59,-1000,393,48
603,-644,-160,79,-970,444,48
603,-644,-160,108,-980,424,48
639,-634,-150,108,-980,424,48
639,-625,-141,138,-970,434,48
639,-625,-141,138,-970,434,48
621,-605,-169,148,-970,424,48
657,-596,-122,148,-950,414,48
657,-596,-122,148,-950,414,48
621,-596,-132,168,-931,404,48
621,-596,-132,188,-950,383,48
612,-586,-122,188,-950,383,48
639,-586,-150,178,-950,393,48
639,-586,-150,178,-950,393,48
648,-576,-160,178,-960,414,48
648,-576,-160,158,-950,404,48
684,-576,-179,158,-950,404,48
675,-586,-169,178,-950,393,48
675,-586,-169,178,-950,383,48
711,-576,-113,178,-950,383,48
738,-586,-150,128,-950,404,48
738,-586,-150,128,-950,404,48
720,-586,-160,128,-960,404,48
720,-586,-160,128,-960,393,48
720,-567,-141,128,-960,393,48
675,-567,-141,168,-941,393,48
675,-567,-141,188,-960,393,48
648,-548,-160,188,-960,393,48
747,-519,-160,217,-941,414,48
747,-519,-160,217,-941,414,48
711,-548,-132,217,-941,373,48
711,-548,-132,217,-941,363,48
621,-557,-84,217,-941,363,48
594,-548,-75,227,-931,393,48
594,-548,-75,217,-931,393,48
612,-548,-66,217,-931,393,48
684,-528,-84,207,-911,393,48
684,-528,-84,207,-911,393,48
738,-509,-84,188,-921,404,48
729,-500,-66,207,-931,404,48
729,-500,-66,207,-931,404,48
747,-490,-66,227,-931,383,48
738,-509,-56,237,-931,383,48
738,-509,-56,237,-931,383,48
738,-480,-56,247,-931,383,48
738,-480,-56,247,-931,383,48
738,-490,-56,227,-931,383,48
756,-500,-37,217,-921,383,48
756,-500,-37,217,-921,383,48
729,-490,-9,237,-931,363,48
729,-538,-18,207,-941,363,48
729,-538,-18,207,-941,363,48
639,-548,37,188,-960,363,48
639,-548,37,188,-960,363,48
630,-519,-18,188,-941,373,48
648,-500,-9,198,-931,414,48
648,-500,-9,198,-931,414,48
666,-509,-9,217,-921,393,48
702,-519,9,207,-941,404,48
702,-519,9,207,-941,404,48
729,-519,-37,237,-941,404,48
729,-519,-37,237,-941,404,48
729,-509,-56,207,-950,404,48
747,-509,-28,198,-941,383,48
747,-509,-28,198,-941,383,48
711,-509,-9,188,-950,393,48
729,-519,0,188,-941,373,48
729,-519,0,188,-941,373,48
738,-528,-37,188,-950,383,48
738,-528,-37,168,-950,393,48
747,-528,-47,168,-950,393,48
738,-509,-47,168,-931,393,48
738,-509,-47,168,-931,393,48
720,-519,-47,178,-931,383,48
729,-519,-56,168,-950,383,48
729,-519,-56,168,-950,373,48
711,-548,-47,168,-950,373,48
711,-548,-47,138,-960,373,48
711,-548,-75,138,-960,373,48
702,-557,-84,138,-960,363,48
702,-557,-84,138,-960,363,48
657,-557,-84,118,-960,363,48
648,-557,-84,128,-950,363,48
648,-557,-84,128,-950,363,48
621,-557,-84,118,-960,363,48
603,-557,-122,118,-960,343,48
603,-557,-122,118,-960,343,48
594,-557,-122,128,-950,343,48
594,-557,-122,128,-950,343,48
576,-557,-132,128,-960,343,48
576,-567,-160,108,-950,313,48
576,-567,-160,108,-950,313,48
576,-567,-160,108,-960,333,48
576,-567,-160,89,-960,343,48
594,-557,-188,89,-960,343,48
594,-557,-216,99,-970,353,48
594,-557,-216,99,-970,353,48
603,-548,-216,138,-980,353,48
612,-557,-235,148,-970,383,48
612,-557,-235,148,-970,383,48
630,-557,-245,158,-990,363,48
630,-557,-245,148,-980,363,48
666,-548,-311,128,-960,353,48
666,-576,-349,128,-950,333,48
666,-576,-349,128,-950,333,48
666,-576,-349,128,-950,333,48
666,-586,-339,118,-960,333,48
666,-596,-320,89,-980,313,48
666,-596,-320,89,-980,313,48
648,-615,-311,69,-980,303,48
639,-625,-330,79,-980,282,48
639,-625,-330,79,-980,282,48
648,-615,-311,89,-980,303,48
648,-615,-311,89,-980,303,48
603,-625,-349,59,-960,313,48
603,-625,-349,99,-980,363,48
621,-615,-377,99,-980,363,48
666,-615,-367,138,-960,373,48
666,-615,-367,138,-970,373,48
720,-596,-358,138,-970,373,48
756,-567,-330,108,-950,414,48
756,-567,-330,108,-950,414,48
738,-644,-320,118,-970,373,48
747,-663,-301,99,-941,343,48
747,-663,-301,99,-941,343,48
720,-653,-349,108,-980,333,48
720,-653,-349,108,-980,333,48
720,-673,-330,108,-980,333,48
738,-634,-377,108,-1000,333,48
738,-634,-377,108,-1000,333,48
738,-673,-320,99,-1009,292,48
738,-673,-320,79,-1019,262,48
711,-673,-377,79,-1019,262,48
729,-663,-358,118,-1029,262,48
729,-663,-358,128,-1029,252,48
738,-673,-349,128,-1029,252,48
729,-673,-367,118,-1029,242,48
729,-673,-367,118,-1029,242,48
729,-711,-330,118,-1029,232,48
765,-711,-311,79,-1029,232,48
765,-711,-311,79,-1029,232,48
666,-750,-283,69,-1039,242,48
666,-750,-283,89,-1039,252,48
639,-740,-235,89,-1039,252,48
630,-730,-226,59,-1058,242,48
630,-730,-226,59,-1058,242,48
585,-750,-188,138,-1039,222,48
639,-663,-207,69,-1049,212,48
639,-663,-207,69,-1049,212,48
486,-663,-235,99,-1039,202,48
486,-663,-235,99,-1039,202,48
549,-615,-254,128,-1039,191,48
513,-625,-264,138,-1029,191,48
513,-625,-264,138,-1029,191,48
567,-605,-207,158,-1019,191,48
567,-605,-207,128,-1009,191,48
558,-586,-207,128,-1009,191,48
549,-596,-226,148,-1029,161,48
549,-596,-226,148,-1029,161,48
567,-586,-216,118,-1019,161,48
594,-576,-226,108,-1009,202,48
594,-576,-226,108,-1009,202,48
594,-576,-179,108,-1000,191,48
594,-576,-179,108,-990,191,48
594,-586,-169,108,-990,191,48
585,-596,-160,108,-1000,202,48
585,-596,-160,128,-1019,191,48
621,-625,-94,128,-1019,191,48
621,-625,-66,108,-1039,212,48
621,-625,-66,108,-1039,212,48
621,-615,-94,128,-1000,232,48
621,-596,-84,138,-1009,242,48
621,-596,-84,138,-1009,242,48
648,-586,-56,158,-1009,252,48
648,-586,-56,158,-1009,252,48
612,-605,-18,128,-1000,222,48
594,-605,0,148,-990,222,48
594,-605,0,148,-990,222,48
585,-625,-9,138,-990,232,48
585,-625,-9,138,-1000,232,48
513,-634,-113,138,-1000,232,48
450,-663,-56,89,-1009,121,48
450,-663,-56,89,-1009,121,48
423,-894,216,-29,-1049,161,48
414,-836,207,-99,-1078,202,48
414,-836,207,-99,-1078,202,48
450,-778,122,-9,-1009,232,48
450,-778,122,69,-1009,262,48
594,-701,0,69,-1009,262,48
576,-653,-56,29,-1009,292,48
576,-653,-56,29,-1009,292,48
567,-701,-56,19,-1039,252,48
558,-682,-113,29,-1019,232,48
558,-682,-113,29,-1019,232,48
585,-682,-169,19,-1009,222,48
585,-682,-169,19,-1009,242,48
567,-682,-160,19,-1009,242,48
585,-644,-160,19,-1009,242,48
585,-644,-160,19,-1009,242,48
621,-673,-132,0,-990,232,48
630,-673,-84,0,-980,232,48
630,-673,-84,0,-980,232,48
612,-673,-28,9,-990,242,48
549,-711,-37,29,-990,252,48
549,-711,-37,29,-990,252,48
549,-701,-28,39,-980,292,48
549,-701,-28,39,-980,292,48
522,-711,-9,69,-970,303,48
504,-740,18,59,-990,323,48
504,-740,18,59,-990,323,48
504,-750,37,39,-970,343,48
522,-769,47,39,-980,353,48
522,-769,47,39,-980,353,48
513,-769,28,49,-970,373,48
513,-769,28,49,-970,373,48
522,-769,66,49,-980,393,48
540,-769,28,69,-990,393,48
540,-769,28,69,-990,393,48
549,-750,28,79,-980,383,48
549,-750,28,79,-980,383,48
567,-740,9,69,-970,363,48
576,-730,0,59,-960,363,48
576,-730,0,59,-960,363,48
558,-711,-28,69,-960,323,48
549,-701,-18,69,-960,323,48
549,-701,-18,69,-960,323,48
540,-692,-28,79,-950,323,48
540,-692,-28,79,-950,323,48
540,-682,-28,79,-950,313,48
549,-673,-47,79,-950,323,48
549,-673,-47,79,-950,323,48
549,-673,-47,89,-970,303,48
558,-682,-37,89,-950,313,48
558,-682,-37,89,-950,313,48
567,-701,-28,89,-950,313,48
567,-701,-28,89,-950,313,48
558,-692,-28,79,-950,333,48
567,-692,-9,79,-960,333,48
567,-692,-9,79,-960,333,48
558,-692,9,79,-950,353,48
567,-711,18,89,-960,363,48
567,-711,18,89,-960,363,48
567,-721,9,118,-970,363,48
567,-721,9,118,-970,363,48
567,-711,0,108,-970,373,48
585,-711,0,118,-970,363,48
585,-711,0,118,-970,363,48
585,-701,-9,118,-970,393,48
585,-711,0,99,-970,373,48
585,-711,0,99,-970,373,48
585,-711,-9,108,-960,353,48
558,-711,-28,99,-970,343,48
567,-701,-37,108,-960,343,48
